name,type,data/description/value,data/description/chat,data/description/unidentified,data/source,data/activation/type,data/activation/cost,data/activation/condition,data/duration/value,data/duration/units,data/target/value,data/target/units,data/target/type,data/range/value,data/range/long,data/range/units,data/uses/value,data/uses/max,data/uses/per,data/consume/type,data/consume/target,data/consume/amount,data/ability,data/actionType,data/attackBonus,data/chatFlavor,data/critical,data/damage/versatile,data/formula,data/save/ability,data/save/dc,data/save/scaling,data/level,data/school,data/components/value,data/components/vocal,data/components/somatic,data/components/material,data/components/ritual,data/components/concentration,data/materials/value,data/materials/consumed,data/materials/cost,data/materials/supply,data/preparation/mode,data/preparation/prepared,data/scaling/mode,data/scaling/formula,data/img
Summon Greater Demon,spell,"<p>You utter foul words, summoning one demon from the chaos of the Abyss. You choose the demon’s type, which must be one of challenge rating 5 or lower, such as a shadow demon or a barlgura. The demon appears in an unoccupied space you can see within range, and the demon disappears when it drops to 0 hit points or when the spell ends.</p><p>Roll initiative for the demon, which has its own turns. When you summon it and on each of your turns thereafter, you can issue a verbal command to it (requiring no action on your part), telling it what it must do on its next turn. If you issue no command, it spends its turn attacking any creature within reach that has attacked it.</p><p>At the end of each of the demon’s turns, it makes a Charisma saving throw. The demon has disadvantage on this saving throw if you say its true name. On a failed save, the demon continues to obey you. On a successful save, your control of the demon ends for the rest of the duration, and the demon spends its turns pursuing and attacking the nearest non-demons to the best of its ability. If you stop concentrating on the spell before it reaches its full duration, an uncontrolled demon doesn’t disappear for 1d6 rounds if it still has hit points.</p><p>As part of casting the spell, you can form a circle on the ground with the blood used as a material component. The circle is large enough to encompass your space. While the spell lasts, the summoned demon can’t cross the circle or harm it, and it can’t target anyone within it. Using the material component in this manner consumes it when the spell ends.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,4,con,,true,true,true,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Suggestion,spell,"<p>You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within range that can hear and understand you. Creatures that can’t be charmed are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act ends the spell.</p><p>The target must make a Wisdom saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.</p><p>You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a knight give her warhorse to the first beggar she meets. If the condition isn’t met before the spell expires, the activity isn’t performed.</p><p>If you or any of your companions damage the target, the spell ends.</p> ",,,Rapazeada,action,1,,hour,8,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,2,enc,,true,false,true,false,true,a snake's tongue and either a bit of honeycomb or a drop of sweet oil,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Storm Sphere,spell,"<p>A 20-foot-radius sphere of whirling air springs into existence centered on a point you choose within range. The sphere remains for the spell’s duration. Each creature in the sphere when it appears or that ends its turn there must succeed on a Strength saving throw or take 2d6 bludgeoning damage. The sphere’s space is difficult terrain.</p><p>Until the spell ends, you can use a bonus action on each of your turns to cause a bolt of lightning to leap from the center of the sphere toward one creature you choose within 60 feet of the center. Make a ranged spell attack. You have advantage on the attack roll if the target is in the sphere. On a hit, the target takes 4d6 lightning damage.</p><p>Creatures within 30 feet of the sphere have disadvantage on Wisdom (Perception) checks made to listen.</p> ",,,Rapazeada,action,1,,minute,1,,,,45,,ft,0,0,,,,,,,0,,,,,,,spell,4,evo,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Storm of Vengeance,spell,"<p>A churning storm cloud forms, centered on a point you can see and spreading to a radius of 360 feet. Lightning flashes in the area, thunder booms, and strong winds roar. Each creature under the cloud (no more than 5,000 feet beneath the cloud) when it appears must make a Constitution saving throw. On a failed save, a creature takes 2d6 thunder damage and becomes deafened for 5 minutes.</p><p>Each round you maintain concentration on this spell, the storm produces different effects on your turn.</p><ul><li><strong>Round 2.</strong> Acidic rain falls from the cloud. Each creature and object under the cloud takes 1d6 acid damage.</li><li><strong>Round 3.</strong> You call six bolts of lightning from the cloud to strike six creatures or objects of your choice beneath the cloud. A given creature or object can’t be struck by more than one bolt. A struck creature must make a Dexterity saving throw. The creature takes 10d6 lightning damage on a failed save, or half as much damage on a successful one.</li><li><strong>Round 4.</strong> Hailstones rain down from the cloud. Each creature under the cloud takes 2d6 bludgeoning damage.</li><li><strong>Round 5–10.</strong> Gusts and freezing rain assail the area under the cloud. The area becomes difficult terrain and is heavily obscured. Each creature there takes 1d6 cold damage. Ranged weapon attacks in the area are impossible. The wind and rain count as a severe distraction for the purposes of maintaining concentration on spells. Finally, gusts of strong wind (ranging from 20 to 50 miles per hour) automatically disperse fog, mists, and similar phenomena in the area, whether mundane or magical.</li></ul> ",,,Rapazeada,action,1,,minute,1,,,,,,special,0,0,,,,,,,0,,,,,,,spell,9,con,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Stoneskin,spell,"<p>This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has resistance to nonmagical bludgeoning, piercing, and slashing damage.</p> ",,,Rapazeada,action,1,,hour,1,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,4,abj,,true,true,true,false,true,"diamond dust worth 100 gp, which the spell consumes",true,100,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Stone Shape,spell,"<p>You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small passage through a wall, as long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn’t possible.</p> ",,,Rapazeada,action,1,,inst,,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,4,trs,,true,true,true,false,false,"soft clay, which must be worked into roughly the desired shape of the stone object",false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Stinking Cloud,spell,"<p>You create a 20-foot-radius sphere of yellow, nauseating gas centered on a point within range. The cloud spreads around corners, and its area is heavily obscured. The cloud lingers in the air for the duration.</p><p>Each creature that is completely within the cloud at the start of its turn must make a Constitution saving throw against poison. On a failed save, the creature spends its action that turn retching and reeling. Creatures that don’t need to breathe or are immune to poison automatically succeed on this saving throw.</p><p>A moderate wind (at least 10 miles per hour) disperses the cloud after 4 rounds. A strong wind (at least 20 miles per hour) disperses it after 1 round.</p> ",,,Rapazeada,action,1,,minute,1,,,,27,,ft,0,0,,,,,,,0,,,,,,,spell,3,con,,true,true,true,false,true,a rotten egg or several skunk cabbage leaves,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Steel Wind Strike,spell,"<p>You flourish the weapon used in the casting and then vanish to strike like the wind. Choose up to five creatures you can see within range. Make a melee spell attack against each target. On a hit, a target takes 6d10 force damage.</p><p>You can then teleport to an unoccupied space you can see within 5 feet of one of the targets you hit or missed.</p> ",,,Rapazeada,action,1,,inst,,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,5,con,,false,true,true,false,false,a melee weapon worth at least 1 sp,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Staggering Smite,spell,"<p>The next time you hit a creature with a melee weapon attack during this spell’s duration, your weapon pierces both body and mind, and the attack deals an extra 4d6 psychic damage to the target. The target must make a Wisdom saving throw. On a failed save, it has disadvantage on attack rolls and ability checks, and can’t take reactions, until the end of its next turn.</p> ",,,Rapazeada,bonus,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,4,evo,,true,false,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Spiritual Weapon,spell,"<p>You create a floating, spectral weapon within range that lasts for the duration or until you cast this spell again. When you cast the spell, you can make a melee spell attack against a creature within 5 feet of the weapon. On a hit, the target takes force damage equal to 1d8 + your spellcasting ability modifier.</p><p>As a bonus action on your turn, you can move the weapon up to 20 feet and repeat the attack against a creature within 5 feet of it.</p><p>The weapon can take whatever form you choose. Clerics of deities who are associated with a particular weapon (as St. Cuthbert is known for his mace and Thor for his hammer) make this spell’s effect resemble that weapon.</p> ",,,Rapazeada,bonus,1,,minute,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,2,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
